manufacturer,image_pin_url_3x,model_specifications,fuel_type,short_name,image_map_url_3x,maintenance_mileage,fuel_distance_enabled,registry_model,image_large_url,registry_manufacturer,intermediate_maintenance_mileage,image_map_url_2x,fuel_cap_side,image_small_url,default_tags,image_pin_url_2x,tyres_info,deprecated,first_maintenance_mileage,name,code
MERCEDES,,[],,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,ed28de72a5baf94dff1cef76c7e48b66
MERCEDES,,[],,CLA250,,,True,CLA250,,MERCEDES,,,,,[],,[],False,,MERCEDES CLA250,ccdfcaa55eb92559b55b950e98cbf501
MERCEDES,,[],,E200,,,True,E200,,MERCEDES,,,,,[],,[],False,,MERCEDES E200,2c0a165681ec280f9f0bf0f32b18564d
MERCEDES,,[],,E400,,,True,E400,,MERCEDES,,,,,[],,[],False,,MERCEDES E400,2d1225535be4ae1bea0c737f3f8b2717
MERCEDES,,[],,G63,,,True,G63,,MERCEDES,,,,,[],,[],False,,MERCEDES G63,55b13c663e841e2559334fb0122198b9
MERCEDES,,[],,G63,,,True,G63,,MERCEDES,,,,,[],,[],False,,MERCEDES G63,eb136448c174d75cb748191ec5ed5efe
MERCEDES,,[],,G63,,,True,G63,,MERCEDES,,,,,[],,[],False,,MERCEDES G63,feb7c5e7162ba0e6cfee3df4ba319fd1
MERCEDES,,[],,GLC300,,,True,GLC300,,MERCEDES,,,,,[],,[],False,,MERCEDES GLC300,22b63948aa561f06272cb3b939ae5dc4
MERCEDES,,[],,GLC300,,,True,GLC300,,MERCEDES,,,,,[],,[],False,,MERCEDES GLC300,6dfb2ad5a0ab133aeb01b4968f09c473
MERCEDES,,[],,GLC300,,,True,GLC300,,MERCEDES,,,,,[],,[],False,,MERCEDES GLC300,710ad3569e5b219e5e85862fb8e988f3
MERCEDES,,[],,GLC300,,,True,GLC300,,MERCEDES,,,,,[],,[],False,,MERCEDES GLC300,76edd999e09c3f295f85bd575a04f4e0
MERCEDES,,[],,S450,,,True,S450,,MERCEDES,,,,,[],,[],False,,MERCEDES S450,34e86ee34fa3d7620f961fc5430c31a7
