Reservations,DayRentValue,CarPhotoURL,City,Region,Doors,Model,CarNo,MemberNo,Gear,BookingDiscount,WeekRentValue,Cylinders,Seats,MobileSalesMan,MemberName,WD,Passengers,MonthRentValue,CarKey,Milage,CarName
"[{'ReservationKey': 0, 'CarKey': 39873, 'CustomerName': 'Running Contract, 23318', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 11:55:00 AM', 'ToDateTime': '7/28/2024 11:55:00 AM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,53034,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39873,85970,HYUNDAI CRETA
"[{'ReservationKey': 0, 'CarKey': 39885, 'CustomerName': 'Running Contract, 23351', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 12:50:00 PM', 'ToDateTime': '8/1/2024 12:50:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2021,85883,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39885,83513,LAMBORGHINI URUS
,100.0,,Dubai,Al Garhoud Complex,4,2022,75652,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39886,95360,TOYOTA LAND CRUISER TWIN TURBO
,100.0,,Dubai,Al Garhoud Complex,4,2022,21587,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39896,86068,TOYOTA  LAND CRUISER
"[{'ReservationKey': 0, 'CarKey': 39897, 'CustomerName': 'Running Contract, 23325', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 4:34:00 PM', 'ToDateTime': '8/10/2024 4:34:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,33812,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39897,52002,TOYOTA RUSH
"[{'ReservationKey': 0, 'CarKey': 39910, 'CustomerName': 'Running Contract, 23107', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/5/2024 8:44:00 PM', 'ToDateTime': '8/3/2024 8:44:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,11730,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39910,72075,NISSAN KICKS
,100.0,,Dubai,Al Garhoud Complex,4,2024,88436,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,127229,14919,EXEED LX
,100.0,,Dubai,Al Garhoud Complex,4,2019,21770,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39832,170906,MERCEDEZ G63
"[{'ReservationKey': 0, 'CarKey': 39869, 'CustomerName': 'Running Contract, 23223', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/16/2024 5:36:00 PM', 'ToDateTime': '7/17/2024 5:36:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2022,52041,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39869,94936,HYUNDAI CRETA
"[{'ReservationKey': 0, 'CarKey': 106736, 'CustomerName': 'Running Contract, 23347', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 8:29:00 PM', 'ToDateTime': '8/4/2024 8:29:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",100.0,,Dubai,Al Garhoud Complex,4,2024,26124,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,106736,23372,BMW 420 
,200.0,,Dubai,Al Garhoud Complex,4,2020,94303,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39833,73554,KIA SPORTAGE
"[{'ReservationKey': 0, 'CarKey': 39898, 'CustomerName': 'Running Contract, 23331', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/29/2024 1:33:00 PM', 'ToDateTime': '7/30/2024 1:33:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",250.0,,Dubai,Al Garhoud Complex,4,2022,46059,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39898,49321,TOYOTA RUSH
,400.0,,Dubai,Al Garhoud Complex,4,2020,63515,2475,-1,0.0,0.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,0.0,39827,113774,AUDI A6
"[{'ReservationKey': 0, 'CarKey': 39868, 'CustomerName': 'Running Contract, 23312', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/26/2024 8:10:00 PM', 'ToDateTime': '8/3/2024 8:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",550.0,,Dubai,Al Garhoud Complex,4,2022,59538,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39868,83397,TOYOTA PRADO
,1000.0,,Dubai,Al Garhoud Complex,4,2020,85882,2475,-1,0.0,0.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,0.0,39818,93567,RANGE ROVER
"[{'ReservationKey': 0, 'CarKey': 39855, 'CustomerName': 'Running Contract, 23355', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 6:31:00 PM', 'ToDateTime': '8/2/2024 6:31:00 PM', 'DayRentValue': 0.0, 'Documents': None}]",1000.0,,Dubai,Al Garhoud Complex,4,2021,35803,2475,-1,0.0,0.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,25000.0,39855,93494,BMW X6
,2018.0,,Dubai,Al Garhoud Complex,4,2022,52036,2475,-1,0.0,630.0,4,2,00971503694779,A M G A RENT A CAR L.L.C.,2,5,2400.0,39870,108552,HYUNDAI CRETA
